0;0;0;0;land;false;unknown;0
1;176;137;233;land;false;plains;1
2;160;211;236;land;false;plains;1
3;206;204;233;land;true;plains;1
4;151;111;251;land;false;plains;1
5;247;65;244;land;true;plains;1
6;201;214;148;land;false;plains;1
7;157;217;185;land;true;plains;1
8;251;232;163;land;false;plains;1
9;74;249;243;land;false;plains;1
10;241;248;142;land;false;plains;1
11;250;118;193;land;true;plains;1
12;125;161;242;land;true;plains;1
13;92;183;241;land;false;plains;1
14;247;138;178;land;false;plains;1
15;217;91;226;land;true;plains;1
16;210;161;181;land;false;plains;1
17;254;88;181;land;false;plains;1
18;241;247;32;land;false;plains;1
19;246;128;199;land;false;plains;1
20;184;119;248;land;true;plains;1
21;232;195;202;land;false;plains;1
22;208;172;246;land;true;plains;1
23;67;238;199;land;false;plains;1
24;215;108;231;land;false;plains;1
25;128;223;241;land;false;plains;1
26;162;138;205;land;true;plains;1
27;136;180;234;land;false;plains;1
28;232;180;191;land;false;plains;1
29;94;210;221;land;true;plains;1
30;181;204;148;land;false;plains;1
31;194;236;251;land;false;plains;1
32;91;192;243;land;false;plains;1
33;225;115;200;land;true;plains;1
34;251;165;127;land;false;plains;1
35;103;225;173;land;false;plains;1
36;108;250;239;land;false;plains;1
37;172;85;247;land;true;plains;1
38;228;237;118;land;false;plains;1
39;114;250;234;land;false;plains;1
40;206;233;132;land;false;plains;1
41;164;167;251;land;false;plains;1
42;87;254;215;land;false;plains;1
43;232;230;95;land;false;plains;1
44;208;235;127;land;true;plains;1
45;192;254;254;land;false;plains;1
46;204;189;124;land;false;plains;1
47;197;122;227;land;false;plains;1
48;226;219;127;land;false;plains;1
49;84;212;245;land;false;plains;1
50;238;149;116;land;false;plains;1
51;112;188;251;land;false;plains;1
52;22;227;254;land;true;plains;1
53;203;119;185;land;false;plains;1
54;196;211;101;land;false;plains;1
55;163;211;224;land;false;plains;1
56;129;229;241;land;true;plains;1
57;70;227;216;land;false;plains;1
58;220;169;180;land;false;plains;1
59;94;228;234;land;false;plains;1
60;187;208;111;land;false;plains;1
61;159;213;190;land;false;plains;1
62;203;245;153;land;true;plains;1
63;193;150;224;land;false;plains;1
64;130;165;251;land;false;plains;1
65;242;118;144;land;false;plains;1
66;39;242;226;land;false;plains;1
67;241;167;232;land;false;plains;1
68;246;250;142;land;false;plains;1
69;82;223;244;land;true;plains;1
70;234;100;213;land;false;plains;1
71;171;140;208;land;false;plains;1
72;228;42;251;land;false;plains;1
73;124;235;235;land;false;plains;1
74;244;64;232;land;false;plains;1
75;215;198;249;land;true;plains;1
76;126;219;181;land;false;plains;1
77;189;244;226;land;false;plains;1
78;171;241;148;land;true;plains;1
79;222;240;115;land;false;plains;1
80;192;218;105;land;true;plains;1
81;213;230;95;land;false;plains;1
82;243;212;217;land;false;plains;1
83;161;196;174;land;true;plains;1
84;244;110;166;land;false;plains;1
85;169;111;252;land;false;plains;1
86;245;247;179;land;false;plains;1
87;246;247;118;land;false;plains;1
88;245;132;160;land;false;plains;1
89;151;249;245;land;false;plains;1
90;81;234;227;land;false;plains;1
91;108;223;202;land;false;plains;1
92;178;248;243;land;false;plains;1
93;184;243;122;land;false;plains;1
94;227;129;237;land;false;plains;1
95;170;148;226;land;true;plains;1
96;225;122;241;land;false;plains;1
97;156;126;241;land;false;plains;1
98;231;245;148;land;false;plains;1
99;241;114;222;land;false;plains;1
100;226;158;174;land;true;plains;1
101;186;114;239;land;false;plains;1
102;149;244;135;land;false;plains;1
103;222;116;172;land;false;plains;1
104;239;249;64;land;true;plains;1
105;208;241;59;land;false;plains;1
106;147;232;122;land;false;plains;1
107;219;227;232;land;false;plains;1
108;111;225;224;land;false;plains;1
109;218;164;149;land;true;plains;1
110;94;202;237;land;false;plains;1
111;150;223;187;land;false;plains;1
112;249;232;26;land;true;plains;1
113;171;205;183;land;false;plains;1
114;199;240;114;land;false;plains;1
115;251;169;99;land;false;plains;1
116;151;156;210;land;false;plains;1
117;243;236;242;land;false;plains;1
118;200;181;249;land;false;plains;1
119;176;197;249;land;false;plains;1
120;146;247;170;land;false;plains;1
121;250;99;195;land;false;plains;1
122;215;156;171;land;false;plains;1
123;159;102;248;land;false;plains;1
124;188;138;198;land;false;plains;1
125;210;220;72;land;false;plains;1
126;164;240;234;land;false;plains;1
127;57;219;225;land;false;plains;1
128;238;113;195;land;true;plains;1
129;236;188;99;land;true;plains;1
130;80;244;188;land;false;plains;1
